name,sc,origin
7rga,None,antibody
3g9a,None,antibody
5imm,None,antibody
7xjl,    0.555,antibody
4weu,    0.720,antibody
5xcq,None,antibody
7k8x,None,antibody
3t3m,None,antibody
4las,None,antibody
6gv1,None,antibody
4ocl,None,antibody
3pho,None,antibody
5wb9,None,antibody
9at8,None,antibody
7x4i,None,antibody
7xeg,    0.699,antibody
7pqy,    0.679,antibody
6xsk,None,antibody
8d5c,None,antibody
7r8m,None,antibody
6l62,    0.495,antibody
7zr7,None,antibody
5vjo,None,antibody
7xrz,None,antibody
8g8n,None,antibody
4c58,None,antibody
7c4s,None,antibody
7tfo,None,antibody
6p8m,None,antibody
2exw,    0.651,antibody
7oay,None,antibody
6k41,    0.648,antibody
7rkv,None,antibody
7u8g,None,antibody
5cjo,None,antibody
3o0r,None,antibody
6lbh,    0.560,antibody
5mub,None,antibody
8j1a,    0.663,antibody
5b3j,    0.737,antibody
5u3n,None,antibody
6zbp,None,antibody
5dwu,None,antibody
6b5r,None,antibody
1ncc,None,antibody
7qf1,None,antibody
7t6s,    0.671,antibody
3ogo,None,antibody
7sl9,None,antibody
7t0w,None,antibody
8dkm,None,antibody
8wz2,    0.570,antibody
7tn0,None,antibody
7rnj,None,antibody
5f7k,None,antibody
8hsc,    0.607,antibody
8cxn,None,antibody
8hcb,None,antibody
5x08,None,antibody
1lk3,    0.789,antibody
5jds,None,antibody
1tqb,    0.731,antibody
5esv,None,antibody
5ivn,None,antibody
1mh5,None,antibody
7wr8,    0.642,antibody
7cw2,None,antibody
7kkl,None,antibody
2h2s,    0.715,antibody
8b18,None,antibody
2h32,None,antibody
7tpg,None,antibody
7up9,None,antibody
6zec,None,antibody
5wk3,None,antibody
8uo9,None,antibody
7vfx,    0.647,antibody
1dl7,None,antibody
5vkd,None,antibody
1ynk,None,antibody
8k46,None,antibody
3rvv,None,antibody
2vh5,None,antibody
7wro,    0.648,antibody
3eyv,None,antibody
2hjf,None,antibody
7ly0,None,antibody
8kfa,    0.583,antibody
6whc,    0.534,antibody
7xcz,None,antibody
3j8d,   -0.000,antibody
7d7m,None,antibody
7pa5,None,antibody
4kk8,None,antibody
6vo3,None,antibody
7f62,    0.531,antibody
7eyc,None,antibody
7wm0,None,antibody
4fqk,None,antibody
7bua,None,antibody
7phg,None,antibody
7wj5,    0.613,antibody
5yy5,None,antibody
6pzf,None,antibody
7t10,    0.570,antibody
7sue,    0.663,antibody
5w6g,None,antibody
7a6c,None,antibody
5w9i,None,antibody
5hbt,None,antibody
8dn6,None,antibody
7y24,    0.552,antibody
8dwc,    0.642,antibody
8hes,None,antibody
7jvp,    0.659,antibody
8e3x,    0.625,antibody
8yz5,None,antibody
7uar,None,antibody
3tje,None,antibody
5vn8,None,antibody
2ykl,None,antibody
6csy,None,antibody
7u9f,None,antibody
7oan,None,antibody
6h7j,None,antibody
6zdg,None,antibody
4yxh,None,antibody
6s8j,    0.624,antibody
7trs,    0.644,antibody
6obc,None,antibody
4y5x,None,antibody
7qha,None,antibody
3zkq,None,antibody
7rcs,    0.789,antibody
1dqj,None,antibody
8wrb,    0.690,antibody
8tv1,None,antibody
8gcm,    0.551,antibody
8dcs,None,antibody
7y6l,None,antibody
7ejk,    0.616,antibody
7e9b,None,antibody
3wif,None,antibody
6bli,    0.737,antibody
6qgw,None,antibody
7uaq,None,antibody
8jir,    0.553,antibody
8ded,    0.636,antibody
3hi1,None,antibody
6lht,None,antibody
7n4i,None,antibody
8g40,    0.679,antibody
7wo5,None,antibody
7wcr,None,antibody
7upw,None,antibody
7stz,None,antibody
5acm,None,antibody
3wlw,None,antibody
4nja,None,antibody
6x3x,None,antibody
8hnn,None,antibody
6wn4,    0.808,antibody
5d6c,None,antibody
7can,None,antibody
1mrf,None,antibody
8iod,    0.627,antibody
8crb,None,antibody
8t4d,None,antibody
8xoh,    0.576,antibody
6jb2,None,antibody
6x02,    0.563,antibody
8so3,None,antibody
6d6u,None,antibody
4zpv,    0.589,antibody
7v35,    0.462,antibody
7ps5,None,antibody
7qbe,None,antibody
7ssc,None,antibody
6m38,None,antibody
7cr5,None,antibody
8d8q,None,antibody
7mbx,None,antibody
5c7k,None,antibody
8gav,None,antibody
7ps6,None,antibody
9b70,None,antibody
6usf,None,antibody
8saq,None,antibody
8k9k,None,antibody
3uc0,None,antibody
3se8,None,antibody
1tzg,    0.832,antibody
3j3p,    0.134,antibody
6dbg,None,antibody
5f9w,None,antibody
6veq,None,antibody
1mcl,None,antibody
8gur,    0.623,antibody
2wub,None,antibody
7y0n,None,antibody
7w2z,    0.655,antibody
8ib1,    0.784,antibody
7tug,None,antibody
5hvf,None,antibody
7bel,None,antibody
7kd6,None,antibody
6n5b,None,antibody
3sn6,    0.630,antibody
7sjp,None,antibody
8wss,    0.636,antibody
1h8s,None,antibody
2qr0,    0.623,antibody
7yzj,    0.601,antibody
8hry,    0.575,antibody
7ukp,None,antibody
3lex,    0.820,antibody
7cac,None,antibody
4jpk,None,antibody
2ih3,None,antibody
7nd5,None,antibody
1rvf,    0.611,antibody
5vxl,None,antibody
7kql,None,antibody
8dzq,    0.584,antibody
7d0b,None,antibody
7ce2,None,antibody
8cin,None,antibody
7tuf,None,antibody
1i9r,None,antibody
7wcu,    0.635,antibody
2j88,    0.763,antibody
4s1s,None,antibody
7s1b,None,antibody
7vig,None,antibody
8hhy,None,antibody
6ikm,None,antibody
7yag,None,antibody
7nx7,None,antibody
6xq4,    0.693,antibody
8gp5,None,antibody
3r1g,    0.682,antibody
8e1p,None,antibody
8grr,    0.549,antibody
7zr8,None,antibody
7jie,    0.651,antibody
1rjc,None,antibody
7l7d,None,antibody
7ks9,None,antibody
8fsj,None,antibody
8ium,    0.504,antibody
5hhx,    0.776,antibody
6x18,    0.657,antibody
7fiy,    0.554,antibody
5ye3,None,antibody
7d03,None,antibody
1axs,None,antibody
6xcm,None,antibody
7kzb,    0.594,antibody
2cmr,    0.750,antibody
4wy7,None,antibody
7zk1,    0.703,antibody
6pt0,    0.570,antibody
5iq9,    0.776,antibody
5cbe,    0.591,antibody
4i3r,None,antibody
7dfc,None,antibody
8xio,    0.514,antibody
7xic,None,antibody
7uow,None,antibody
7yae,    0.565,antibody
8hqe,    0.551,antibody
6vkn,None,antibody
7qu2,None,antibody
6m3c,    0.606,antibody
4lhj,None,antibody
6ieq,None,antibody
4c83,None,antibody
4s1d,None,antibody
7tr4,None,antibody
7ekb,None,antibody
1yec,None,antibody
3u0t,    0.770,antibody
7ura,None,antibody
7k37,None,antibody
8a96,    0.657,antibody
7ufw,None,antibody
6mw9,    0.441,antibody
6wds,    0.636,antibody
7vbh,    0.687,antibody
6u52,None,antibody
6oc3,None,antibody
3b2v,None,antibody
8k4n,None,antibody
7x8p,None,antibody
5w0d,None,antibody
6fy2,None,antibody
8jtm,None,antibody
6xkr,None,antibody
6tko,None,antibody
5jmo,None,antibody
2a9n,None,antibody
7z1x,None,antibody
7soa,None,antibody
7wti,None,antibody
1u8j,    0.765,antibody
8bec,None,antibody
7joz,    0.514,antibody
3v52,None,antibody
7wue,    0.655,antibody
5yax,None,antibody
6c08,    0.557,antibody
8uwl,    0.567,antibody
4mwf,None,antibody
8fsl,None,antibody
3vi4,None,antibody
2fx9,None,antibody
7zmo,None,antibody
8f2a,    0.667,antibody
4qyo,None,antibody
6nb7,None,antibody
7sl5,None,antibody
5i8h,None,antibody
7qny,None,antibody
6vn0,None,antibody
6k64,    0.777,antibody
7anq,None,antibody
1oax,None,antibody
8k33,None,antibody
7k39,None,antibody
3o45,None,antibody
8j26,None,antibody
6w0j,None,antibody
3nfp,    0.573,antibody
1xgr,    0.728,antibody
1a4k,None,antibody
7vvo,    0.594,antibody
8g0w,    0.597,antibody
6cwt,    0.609,antibody
6ddm,None,antibody
3eoa,    0.776,antibody
3mnz,None,antibody
7mzf,None,antibody
7mdt,None,antibody
6ul4,None,antibody
5lhn,None,antibody
7b09,None,antibody
7x2m,None,antibody
6lfw,None,antibody
4bkl,None,antibody
4lvo,None,antibody
7si0,None,antibody
6b7z,    0.555,antibody
7yp7,    0.566,antibody
8che,None,antibody
2vdq,None,antibody
4kxz,None,antibody
7wt7,None,antibody
7jv2,    0.709,antibody
2vdo,None,antibody
2b2x,None,antibody
6j15,None,antibody
6n35,None,antibody
7oh1,    0.576,antibody
5j9p,None,antibody
4rau,    0.492,antibody
4lar,None,antibody
7wly,None,antibody
2g5b,None,antibody
7wp2,    0.562,antibody
6mtq,None,antibody
4uao,None,antibody
6m3z,None,antibody
8t05,None,antibody
6umj,None,antibody
3fo2,None,antibody
7eq1,    0.611,antibody
8ezl,None,antibody
6qv0,None,antibody
6ii9,None,antibody
7kfx,None,antibody
7yoy,    0.472,antibody
8c02,    0.499,antibody
7f15,None,antibody
6nn3,    0.525,antibody
7xdk,None,antibody
5njg,None,antibody
6tys,None,antibody
7yqx,None,antibody
8sak,None,antibody
7ri1,None,antibody
8opi,None,antibody
7rdm,None,antibody
7cwt,None,antibody
6iek,    0.633,antibody
4rzc,None,antibody
5c7x,None,antibody
8idi,None,antibody
7xqv,None,antibody
7f9w,None,antibody
5t80,None,antibody
6cmo,    0.366,antibody
8eli,    0.834,antibody
7duq,    0.670,antibody
5vic,None,antibody
1u91,    0.786,antibody
2xzc,None,antibody
7lq7,None,antibody
8dwo,    0.616,antibody
4odv,None,antibody
6gwq,    0.801,antibody
7m42,    0.470,antibody
7kqi,    0.512,antibody
6wha,    0.496,antibody
3f58,    0.759,antibody
7jhg,None,antibody
7xa3,    0.574,antibody
7kkh,None,antibody
6oy4,None,antibody
3uzq,None,antibody
7bpk,    0.695,antibody
7t9t,None,antibody
5x8m,    0.727,antibody
8h7i,None,antibody
7rfb,None,antibody
8gpu,    0.670,antibody
1nmc,None,antibody
2aep,None,antibody
8jxx,    0.517,antibody
8cz8,None,antibody
7msq,None,antibody
7p77,None,antibody
7ymj,None,antibody
7mnl,None,antibody
7nx0,None,antibody
6xlz,None,antibody
3pjs,    0.695,antibody
6b5n,None,antibody
7sp8,None,antibody
7qbd,None,antibody
7n01,None,antibody
7stf,    0.628,antibody
5i73,None,antibody
7yvp,None,antibody
8iqr,None,antibody
6raj,None,antibody
6x3t,None,antibody
4r0l,None,antibody
6lhq,None,antibody
6fn4,None,antibody
7rxi,None,antibody
1nl0,None,antibody
4ksd,    0.527,antibody
8d6z,    0.793,antibody
8zr5,None,antibody
8wca,    0.561,antibody
7ndf,    0.813,antibody
7cky,    0.632,antibody
5c3l,None,antibody
7buf,    0.360,antibody
6b3s,None,antibody
6bkc,None,antibody
5o6v,None,antibody
4xpa,None,antibody
7ul7,None,antibody
8b1c,None,antibody
5c0n,    0.575,antibody
6aru,None,antibody
7u62,None,antibody
7m7i,None,antibody
6mi2,None,antibody
7txz,    0.724,antibody
5jop,None,antibody
3mlv,    0.734,antibody
7t75,None,antibody
8phw,None,antibody
7vvn,    0.603,antibody
1kel,None,antibody
7wk9,None,antibody
8hs3,    0.659,antibody
6xq0,    0.706,antibody
7tyx,    0.671,antibody
7tpr,None,antibody
8f2b,    0.685,antibody
7mhz,None,antibody
7nk8,None,antibody
3t0x,None,antibody
1xgp,    0.721,antibody
8gjn,None,antibody
5te7,None,antibody
5y9f,None,antibody
6pyc,None,antibody
7wu9,    0.568,antibody
7k7h,    0.552,antibody
7k9k,    0.596,antibody
6elu,    0.701,antibody
7nx9,None,antibody
7xw9,    0.587,antibody
6q0o,None,antibody
4om1,None,antibody
7qe5,None,antibody
8w8a,    0.657,antibody
5cd5,None,antibody
7u9e,None,antibody
7xxh,    0.649,antibody
5u3j,None,antibody
8hca,None,antibody
7vnc,None,antibody
7aue,    0.617,antibody
8ee0,    0.706,antibody
2ny4,None,antibody
7wcd,None,antibody
8ef5,    0.585,antibody
8fd0,    0.535,antibody
3ze1,None,antibody
7wn2,None,antibody
4kuc,    0.609,antibody
6x7w,None,antibody
1f58,None,antibody
1u8o,    0.763,antibody
5dmj,None,antibody
6wzj,    0.783,antibody
8g8c,None,antibody
6k65,    0.766,antibody
1ar1,None,antibody
6dfj,    0.695,antibody
8x0x,None,antibody
7xke,    0.677,antibody
7yk7,    0.592,antibody
8j18,    0.659,antibody
7bxv,None,antibody
8hxq,    0.751,antibody
8f95,None,antibody
8feg,    0.614,antibody
5fyl,None,antibody
2p48,None,antibody
6y1l,None,antibody
1riv,None,antibody
8dyy,    0.599,antibody
7x7o,    0.674,antibody
5c8j,    0.523,antibody
7xs8,None,antibody
7wk8,    0.334,antibody
8tm1,    0.482,antibody
7srk,    0.713,antibody
4xak,None,antibody
3r08,    0.730,antibody
3hzv,None,antibody
7sfw,None,antibody
7z0y,None,antibody
7swo,    0.586,antibody
3j5m,    0.559,antibody
3wsq,    0.602,antibody
5uk0,None,antibody
3eo1,    0.445,antibody
9b71,None,antibody
7s8m,    0.662,antibody
7v64,None,antibody
4zpt,None,antibody
6wfz,None,antibody
7m3i,None,antibody
8ez8,None,antibody
8aci,None,antibody
6lyn,None,antibody
5dyo,None,antibody
7lf0,    0.514,antibody
7y3g,    0.529,antibody
6vn1,    0.727,antibody
8eoo,None,antibody
1sm3,None,antibody
7pgb,None,antibody
1fl6,None,antibody
2dqc,    0.765,antibody
8sm1,None,antibody
6dzz,None,antibody
7pg8,    0.372,antibody
6zjg,None,antibody
8dtx,    0.757,antibody
7upk,    0.611,antibody
5v8m,None,antibody
4dgv,None,antibody
8d48,None,antibody
8onk,    0.725,antibody
7x4m,None,antibody
7zxf,    0.676,antibody
4j6r,None,antibody
7lcn,None,antibody
5e7f,None,antibody
4xnm,    0.681,antibody
8h91,    0.659,antibody
8wsq,    0.682,antibody
7wjz,None,antibody
5mhr,    0.645,antibody
8ykw,    0.676,antibody
5i75,None,antibody
7zfb,None,antibody
6snc,None,antibody
7vux,None,antibody
4i18,None,antibody
8bk2,None,antibody
8jtd,None,antibody
3n85,None,antibody
6txz,    0.746,antibody
7xj6,None,antibody
4tnw,None,antibody
1p84,None,antibody
7n8q,None,antibody
7txt,None,antibody
8duz,None,antibody
2fed,    0.689,antibody
7sjo,    0.647,antibody
7t4g,None,antibody
8cd0,None,antibody
4uta,None,antibody
6q1z,None,antibody
8vy9,    0.614,antibody
7t82,    0.628,antibody
6idg,None,antibody
7o3b,None,antibody
7k61,    0.712,antibody
7ejz,None,antibody
7wgd,None,antibody
6vms,    0.589,antibody
5ywy,None,antibody
6q20,None,antibody
6tyl,None,antibody
7tyi,    0.632,antibody
4p59,None,antibody
7wed,    0.458,antibody
3g04,None,antibody
2dd8,None,antibody
6nmu,    0.717,antibody
6h6y,None,antibody
7xw7,    0.170,antibody
6nmr,    0.639,antibody
3zdx,None,antibody
7k8w,None,antibody
7b27,None,antibody
5w6d,None,antibody
3jbd,    0.747,antibody
5uea,    0.760,antibody
8c8t,None,antibody
6tou,None,antibody
6nnj,None,antibody
8dfi,None,antibody
4xxd,    0.779,antibody
1rzj,None,antibody
3fb8,None,antibody
5cws,None,antibody
7ydi,None,antibody
7yp1,    0.586,antibody
6wix,None,antibody
2b0s,None,antibody
5sy8,None,antibody
3ru8,None,antibody
8haf,    0.588,antibody
7czy,None,antibody
7unb,None,antibody
3mlr,    0.798,antibody
3nid,None,antibody
3qcv,None,antibody
8dce,None,antibody
8j8v,None,antibody
8yky,    0.627,antibody
3d9a,None,antibody
8pjp,None,antibody
3qsk,None,antibody
4xtr,None,antibody
6zfo,None,antibody
8jly,None,antibody
3ubx,None,antibody
7kfh,None,antibody
8tp9,None,antibody
1yek,None,antibody
5yd3,None,antibody
6b0e,    0.688,antibody
7ngh,    0.471,antibody
7ukm,None,antibody
8cyd,    0.599,antibody
7vne,None,antibody
6y1m,None,antibody
8jtw,    0.465,antibody
4w6w,    0.694,antibody
6w00,None,antibody
6mvl,None,antibody
7d2z,None,antibody
6wik,    0.561,antibody
8tfh,None,antibody
5npj,    0.828,antibody
1ott,None,antibody
4rfn,None,antibody
6gjq,None,antibody
1m7i,None,antibody
5c0r,None,antibody
6pzz,None,antibody
2dqi,    0.767,antibody
8tr3,None,antibody
7n0g,None,antibody
8scx,    0.630,antibody
8f7w,    0.641,antibody
7so5,    0.743,antibody
7ue9,None,antibody
8cxh,None,antibody
7ki0,    0.724,antibody
6mwv,    0.154,antibody
7sr5,    0.783,antibody
8gdr,None,antibody
1i9j,None,antibody
7yvl,    0.550,antibody
7det,None,antibody
8ikg,    0.455,antibody
8wsp,    0.720,antibody
7deu,None,antibody
1yed,None,antibody
1q72,None,antibody
7yhk,None,antibody
7d85,None,antibody
9fzd,None,antibody
6dca,None,antibody
4mxv,    0.738,antibody
6dzm,None,antibody
5u3m,None,antibody
3opz,    0.632,antibody
8ee5,    0.485,antibody
7o0s,None,antibody
7xnf,    0.636,antibody
8itm,    0.620,antibody
1ic5,    0.777,antibody
4hs8,None,antibody
7vuh,    0.546,antibody
7d68,    0.532,antibody
8c7m,None,antibody
7rp3,None,antibody
2osl,    0.816,antibody
7woq,None,antibody
6bkd,None,antibody
8e8r,None,antibody
7tm0,None,antibody
6dfg,None,antibody
7ukt,None,antibody
8ts0,None,antibody
7vq0,None,antibody
5fec,None,antibody
6p95,None,antibody
7t9i,None,antibody
6um6,None,antibody
2fec,    0.584,antibody
5o4g,None,antibody
7na7,    0.660,antibody
5cjx,None,antibody
6bpe,    0.536,antibody
5udd,None,antibody
8ij3,    0.576,antibody
4olz,None,antibody
6vjn,None,antibody
7rkx,    0.583,antibody
7vgs,None,antibody
4k8r,    0.751,antibody
8q5d,    0.664,antibody
5xf1,None,antibody
2dbl,None,antibody
7d0d,None,antibody
7o85,    0.579,antibody
5gir,None,antibody
3so3,None,antibody
5wna,    0.674,antibody
8b1d,None,antibody
5cjq,    0.723,antibody
8zc1,    0.571,antibody
7rew,    0.741,antibody
5v8l,None,antibody
8sax,    0.425,antibody
3or7,None,antibody
5w1m,None,antibody
3zdz,None,antibody
7ra8,None,antibody
8fhy,None,antibody
7wkx,None,antibody
8id6,    0.662,antibody
7na9,None,antibody
7shu,    0.639,antibody
7jvb,None,antibody
1uac,    0.715,antibody
5mev,None,antibody
7mnm,None,antibody
1i8i,    0.761,antibody
7uc8,None,antibody
7ws6,    0.531,antibody
2eks,    0.770,antibody
3idx,None,antibody
7bw0,    0.496,antibody
8yrg,    0.643,antibody
8e8s,None,antibody
8i4f,    0.622,antibody
8g5h,None,antibody
8trt,None,antibody
7mzk,None,antibody
6sc6,None,antibody
7azb,    0.730,antibody
7xmt,    0.638,antibody
7rg7,None,antibody
8f2j,    0.698,antibody
8dwx,None,antibody
6i07,None,antibody
1fig,None,antibody
6wio,    0.764,antibody
1zea,None,antibody
6mnf,None,antibody
8f9s,None,antibody
8cn9,None,antibody
6orp,None,antibody
8hld,None,antibody
1u8m,    0.836,antibody
6h7k,None,antibody
6j6y,    0.691,antibody
6wzm,None,antibody
7yit,None,antibody
7kdu,None,antibody
7n4j,    0.729,antibody
8cxq,None,antibody
6x1w,None,antibody
8dlz,None,antibody
6bpc,    0.710,antibody
7c94,None,antibody
3cfi,None,antibody
7mdw,None,antibody
5gjs,None,antibody
6qgx,None,antibody
1jps,    0.727,antibody
6y9a,    0.676,antibody
8c3k,None,antibody
1ejo,    0.743,antibody
3bsz,None,antibody
8ut5,None,antibody
8iyw,    0.551,antibody
7paa,None,antibody
8uhb,None,antibody
8q94,None,antibody
8oww,None,antibody
8tp5,None,antibody
6j5f,    0.738,antibody
1f4x,None,antibody
7dk2,None,antibody
7vui,None,antibody
8wpu,    0.663,antibody
6xm2,    0.782,antibody
5vxm,None,antibody
3ezj,None,antibody
7wlw,None,antibody
8ija,    0.707,antibody
3w9e,None,antibody
6um7,None,antibody
4jhw,    0.633,antibody
7zkw,None,antibody
8sdf,None,antibody
6bfq,None,antibody
6nb6,None,antibody
6okp,None,antibody
6o3j,None,antibody
1ob1,None,antibody
7nks,    0.492,antibody
6ir2,None,antibody
5f1o,    0.782,antibody
2y36,    0.740,antibody
7bud,None,antibody
1ine,None,antibody
7rw2,None,antibody
6w0e,None,antibody
7p5y,    0.654,antibody
8h8j,    0.631,antibody
8ejj,None,antibody
7t9m,None,antibody
7ru3,None,antibody
8j6f,None,antibody
5o04,None,antibody
1bog,    0.699,antibody
5gs0,None,antibody
6iec,    0.535,antibody
6w03,None,antibody
8c3l,None,antibody
3hfm,    0.669,antibody
7scg,    0.581,antibody
6p65,None,antibody
2p4a,None,antibody
7ld1,None,antibody
7a3o,None,antibody
7x9e,    0.714,antibody
4irz,None,antibody
5t6l,None,antibody
8ghv,None,antibody
3o41,None,antibody
5uk2,None,antibody
1ngp,None,antibody
4cmh,None,antibody
8chs,None,antibody
4lst,None,antibody
8dg9,None,antibody
7yve,None,antibody
5tq2,None,antibody
7uij,    0.722,antibody
6urh,None,antibody
7lmo,None,antibody
7umn,    0.592,antibody
4zfo,None,antibody
1otu,None,antibody
1r3k,None,antibody
7x5h,    0.634,antibody
7cj2,    0.581,antibody
7mww,None,antibody
7ydh,    0.463,antibody
7db6,    0.655,antibody
7vl8,    0.657,antibody
8ykx,    0.720,antibody
6lhp,    0.585,antibody
1s78,None,antibody
6ad8,None,antibody
6al1,None,antibody
7lly,    0.591,antibody
6ejg,None,antibody
7w56,None,antibody
4zff,None,antibody
4grw,    0.672,antibody
5mi0,    0.718,antibody
6nmv,    0.659,antibody
7p7a,None,antibody
4jb9,None,antibody
1u95,    0.825,antibody
7l6v,None,antibody
5tfw,None,antibody
8foi,None,antibody
7zjl,None,antibody
7wph,None,antibody
6u02,None,antibody
6vca,    0.476,antibody
1tzi,    0.628,antibody
8fat,    0.746,antibody
7s4s,None,antibody
7zkz,    0.751,antibody
7vuy,    0.648,antibody
4lde,None,antibody
7wp1,    0.555,antibody
2vdm,None,antibody
8euu,None,antibody
8tnh,None,antibody
8irs,None,antibody
8sr0,None,antibody
8wc3,    0.541,antibody
1wej,None,antibody
5y80,None,antibody
2ghw,None,antibody
8heg,    0.596,antibody
7bb7,    0.527,antibody
7sx6,None,antibody
3k7u,None,antibody
6obo,None,antibody
6s3d,    0.660,antibody
6cdm,    0.882,antibody
8d9z,None,antibody
8ut4,None,antibody
7m52,None,antibody
8sb0,    0.555,antibody
8zcj,    0.622,antibody
3k2u,None,antibody
8axh,None,antibody
5e08,None,antibody
6li3,    0.441,antibody
6bft,None,antibody
7amq,None,antibody
6r7t,None,antibody
7x3n,None,antibody
5lxg,None,antibody
2zpk,None,antibody
8ytp,None,antibody
8acf,None,antibody
8dwy,None,antibody
6fzr,None,antibody
8w88,    0.657,antibody
7y65,    0.694,antibody
1dbm,None,antibody
6i8g,None,antibody
7f0t,None,antibody
7fim,    0.545,antibody
8k4q,None,antibody
4hih,None,antibody
7cyh,    0.439,antibody
3hpl,None,antibody
7zml,None,antibody
8djk,None,antibody
7n0x,None,antibody
6bp2,None,antibody
7lrs,    0.350,antibody
8hp9,None,antibody
7v9m,    0.559,antibody
6ii8,None,antibody
5wux,    0.620,antibody
8ilx,None,antibody
6ch7,None,antibody
7ps1,None,antibody
8qrg,None,antibody
4tul,None,antibody
6z06,None,antibody
6u51,    0.759,antibody
7usv,None,antibody
7eo4,    0.549,antibody
6raf,None,antibody
3qum,None,antibody
6vep,None,antibody
8e9w,    0.666,antibody
5whk,None,antibody
3bgf,    0.685,antibody
8fxv,None,antibody
7wv9,    0.518,antibody
8ifn,    0.706,antibody
3etb,    0.621,antibody
7wch,    0.626,antibody
7rai,None,antibody
7t77,None,antibody
6rag,None,antibody
8gz5,None,antibody
7cmu,    0.593,antibody
5mv4,None,antibody
8e8z,    0.541,antibody
3ffd,    0.762,antibody
5tok,None,antibody
3bn9,None,antibody
8a94,None,antibody
8qpr,    0.384,antibody
8hnl,    0.658,antibody
2mpa,None,antibody
8wc9,    0.474,antibody
7wic,    0.636,antibody
6oz9,None,antibody
7bep,None,antibody
6obm,None,antibody
7skz,None,antibody
6h7n,None,antibody
8xe9,    0.533,antibody
4ht1,None,antibody
7rtp,None,antibody
7xz5,None,antibody
6dcq,None,antibody
7u8l,    0.609,antibody
3eys,None,antibody
8fg0,None,antibody
7z0x,None,antibody
3jbc,    0.572,antibody
8fu6,    0.441,antibody
7u9g,None,antibody
5ngv,None,antibody
4i0c,None,antibody
7x49,None,antibody
6wg2,None,antibody
6fe4,    0.750,antibody
6jod,    0.674,antibody
6fuz,None,antibody
8sav,None,antibody
7ksg,None,antibody
8fr6,None,antibody
7uie,    0.662,antibody
7f0x,    0.784,antibody
6zdh,None,antibody
1ub5,None,antibody
7nvn,None,antibody
6aod,None,antibody
4wht,    0.725,antibody
7nk4,None,antibody
6vc9,None,antibody
5mv3,None,antibody
6ayz,    0.746,antibody
8iuk,    0.614,antibody
5otj,None,antibody
4yk4,None,antibody
3a67,    0.753,antibody
8xki,None,antibody
6v8x,None,antibody
7qjj,None,antibody
7nd6,None,antibody
8hpk,None,antibody
6x96,None,antibody
7x63,    0.720,antibody
7sbz,None,antibody
5cp3,None,antibody
8bw0,None,antibody
3cvh,    0.661,antibody
7yrn,None,antibody
7vvk,    0.658,antibody
5u5m,None,antibody
7rk2,None,antibody
3iyw,None,antibody
5xqw,None,antibody
6k6b,    0.734,antibody
5csz,None,antibody
8smm,    0.636,antibody
3if1,None,antibody
7czx,None,antibody
5cez,None,antibody
4od2,    0.648,antibody
6mqs,    0.689,antibody
6v80,None,antibody
7u9v,None,antibody
7m6i,None,antibody
8xn9,None,antibody
7z86,None,antibody
7rm3,None,antibody
6tej,None,antibody
7xv3,    0.570,antibody
8g3r,    0.620,antibody
7luc,None,antibody
1igf,None,antibody
6icf,None,antibody
8jhc,    0.522,antibody
6uun,    0.594,antibody
6k67,    0.790,antibody
6n1v,None,antibody
6xcn,None,antibody
6k69,    0.793,antibody
3sm5,None,antibody
8eb2,    0.497,antibody
6w0c,None,antibody
7v68,    0.577,antibody
7piv,None,antibody
5t5n,None,antibody
7ui0,    0.565,antibody
8t3o,    0.646,antibody
1nma,None,antibody
7sjn,None,antibody
8oq3,None,antibody
7mkl,None,antibody
8diu,None,antibody
7q9f,None,antibody
3i9g,None,antibody
6v4p,None,antibody
1u8n,    0.813,antibody
7e23,None,antibody
7sd5,None,antibody
5dhy,    0.754,antibody
4gqp,None,antibody
6oz3,None,antibody
6vbp,None,antibody
5ip4,    0.719,antibody
1cfn,None,antibody
7bb6,    0.423,antibody
6yxf,None,antibody
5ifj,None,antibody
3uyp,None,antibody
4oqt,None,antibody
7t6u,    0.665,antibody
7xik,None,antibody
8cwk,None,antibody
6fxn,None,antibody
8hgm,    0.444,antibody
7xov,    0.508,antibody
7nj5,None,antibody
8fan,    0.805,antibody
5zv3,    0.789,antibody
6o29,    0.829,antibody
5ugy,None,antibody
6vbg,None,antibody
8pmz,None,antibody
8ds7,None,antibody
1nsn,    0.585,antibody
2dqu,None,antibody
6pze,None,antibody
7sbu,None,antibody
7u0p,None,antibody
6fzq,None,antibody
4k3h,None,antibody
6h3u,None,antibody
7s3i,    0.670,antibody
5v6m,None,antibody
8rmm,None,antibody
7kgj,    0.769,antibody
4gxu,None,antibody
6oq8,None,antibody
7ydj,    0.471,antibody
7ket,None,antibody
7x91,None,antibody
8yuv,    0.688,antibody
8bh5,None,antibody
1oar,None,antibody
6w0i,None,antibody
4f15,    0.536,antibody
8xsj,None,antibody
5e1a,None,antibody
3o6l,    0.777,antibody
5wdf,    0.660,antibody
7tzf,    0.652,antibody
8f6o,None,antibody
7wi0,None,antibody
8e3y,None,antibody
6gv4,None,antibody
7sn2,None,antibody
1xgu,    0.732,antibody
4ffw,None,antibody
8a95,None,antibody
5o8f,None,antibody
7uem,None,antibody
6edu,None,antibody
6z7z,None,antibody
3v6o,None,antibody
5utf,None,antibody
8jzz,    0.597,antibody
7f63,    0.584,antibody
